dataset,model,held_out,n_test,n_train,n_test_pos,n_test_neg,best_threshold,best_params,accuracy,balanced_accuracy,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc
nurse,svm,POOLED,1720,,1342,378,,None,0.6808139534883721,0.4562427554230833,0.43918339857426153,0.09859154929577464,0.05555555555555555,0.07106598984771574,0.7631055076310551,0.856929955290611,0.8073008073008073,0.26739388419716287
nurse,xgb,15,74,1646.0,74,0,0.37999999999999995,"{'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.8783783783783784,0.8783783783783784,0.4676258992805755,0.0,0.0,0.0,1.0,0.8783783783783784,0.935251798561151,
nurse,xgb,6B,202,1518.0,202,0,0.42999999999999994,"{'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.5247524752475248,0.5247524752475248,0.34415584415584416,0.0,0.0,0.0,1.0,0.5247524752475248,0.6883116883116883,
nurse,xgb,7A,286,1434.0,286,0,0.38999999999999996,"{'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 200}",0.5944055944055944,0.5944055944055944,0.37280701754385964,0.0,0.0,0.0,1.0,0.5944055944055944,0.7456140350877193,
nurse,xgb,7E,54,1666.0,54,0,0.24999999999999994,"{'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 400}",1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,
nurse,xgb,83,312,1408.0,208,104,0.35999999999999993,"{'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.5833333333333334,0.43990384615384615,0.37546193643754616,0.03571428571428571,0.009615384615384616,0.015151515151515152,0.6373239436619719,0.8701923076923077,0.7357723577235772,0.19704604289940827
nurse,xgb,8B,80,1640.0,32,48,0.61,"{'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.25,0.3072916666666667,0.21000658327847266,0.07142857142857142,0.020833333333333332,0.03225806451612903,0.2878787878787879,0.59375,0.3877551020408163,0.06705729166666666
nurse,xgb,94,98,1622.0,0,98,0.4599999999999999,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.04081632653061224,0.04081632653061224,0.0392156862745098,1.0,0.04081632653061224,0.0784313725490196,0.0,0.0,0.0,
nurse,xgb,BG,66,1654.0,66,0,0.4099999999999999,"{'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 400}",1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,
nurse,xgb,E4,384,1336.0,256,128,0.37999999999999995,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 200}",0.6067708333333334,0.458984375,0.38973846234805026,0.07407407407407407,0.015625,0.025806451612903226,0.6470588235294118,0.90234375,0.7536704730831973,0.320159912109375
nurse,xgb,EG,60,1660.0,60,0,0.5099999999999999,"{'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.7666666666666667,0.7666666666666667,0.4339622641509434,0.0,0.0,0.0,1.0,0.7666666666666667,0.8679245283018868,
nurse,xgb,F5,104,1616.0,104,0,0.41999999999999993,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.7884615384615384,0.7884615384615384,0.44086021505376344,0.0,0.0,0.0,1.0,0.7884615384615384,0.8817204301075269,
nurse,xgb,POOLED,1720,,1342,378,,None,0.5976744186046512,0.390611816841325,0.3846522900794931,0.024242424242424242,0.021164021164021163,0.022598870056497175,0.7338129496402878,0.7600596125186289,0.746705710102489,0.24915332087463238
